Sender_Name,Sender_Email,Recipient_Email,Subject,Email_Body,Timestamp,Has_Attachment,Attachment_Type,URL_Count,URL_Domains,Email_Client,Language,Label
Raymond Ramirez,cranejonathan@hotmail.com,gary06@hotmail.com,Woman them billion speech.,Father eye level strategy. Official all parent least ever determine ball story. Although make prevent some truth chair. Just decide late drop. Trial station everyone school foot discuss save ability. Three professor be.,2025-01-23 12:14:46,False,none,4,"franklin.net, crawford-peterson.com, johnson.biz, martinez-gonzalez.net",Apple Mail,de,phishing
Mark Giles,colin97@austin-tran.com,michael69@gmail.com,Feel chance rock coach magazine force.,Like need hair ready loss. Bank though million executive. Talk include person better film natural. Travel boy parent raise until. Between attention impact apply.,2025-01-18 16:01:27,False,none,1,schmidt.com,Thunderbird,de,phishing
Stephanie Nelson,abird@gmail.com,walkerconnor@hampton-heath.com,Reveal from central miss pay.,Apply area follow bit late memory lay mean. Man station significant drive offer loss. Might too friend hope so statement rich. Stuff magazine goal smile house others.,2025-01-29 13:01:41,False,none,4,"gibson.net, bishop.net, mahoney.com, evans-martinez.net",Gmail,de,phishing
Matthew Singh,cortezjoseph@cervantes.com,englishhannah@hughes.com,Movie activity start answer fear film treat.,Per start meeting bad house idea. Different live support tonight since. Rise positive serve notice. Early year bed enjoy expert health for. Specific no assume style fill truth. Student five article good modern garden key.,2024-05-17 07:51:58,True,docx,5,"lee-thompson.com, mcintosh.org, george.biz, austin.com, smith.org",Apple Mail,de,legitimate
Tina Daniels,strongbecky@curry-vasquez.info,troyweaver@hotmail.com,Most water board whose million difficult none.,Threat single tax exactly wrong. Effect over rise three. Bar sort garden some account. Direction administration painting movie myself rule. Herself model hair boy. Perhaps north even price determine.,2024-06-29 01:41:01,False,none,3,"collier-castro.com, johnson.net, rice-mcbride.info",Yahoo,es,legitimate
Natalie Torres,douglas19@gmail.com,gschultz@hotmail.com,Beyond walk movie.,Picture look well its. American attention at than. Again court quickly. Might very author less behind blue generation. Wife gun central institution news policy.,2024-09-06 11:16:08,False,none,4,"romero.info, white.com, lane.org, hansen.org",Gmail,es,phishing
Andrea Mclean,samueljackson@gmail.com,rogermiller@shepard.com,Truth live start sign fly.,Size speak hope return number. Opportunity former as not only can agency agree. Interview sport upon develop church much.,2024-08-14 08:58:31,True,xlsx,4,"mitchell-rogers.net, sawyer-clark.biz, woodward-nichols.com, mora.com",Yahoo,en,phishing
Sherri Rice,qcaldwell@gamble.com,nsherman@schneider-tran.com,Order event participant here outside my.,Ground wife as once skin detail trouble computer. Teacher seat act around. Such though off goal instead. Local play rock board. Kind where add cell prove one family. As might player suffer hot very whole.,2024-06-22 23:34:45,False,none,7,"jones.com, medina.com, mcconnell.com, davis.com, simmons-nicholson.org, collins.com, williams.info",Yahoo,de,legitimate
Alex Turner,davisamanda@williams.net,darlene68@yahoo.com,Among lead seem nor where may.,Fire happy light event together oil. Likely garden watch apply seat technology spring. Man appear economy message move. Say remain behind option ability.,2024-04-16 02:33:53,False,none,9,"glass.biz, wright.com, downs.com, hodges.com, spencer.info, gibson.com, padilla-moon.com, hart.info, barron-nolan.com",Apple Mail,en,phishing
Jeff Zamora,christine21@case.com,vkim@martin.com,Without throw check notice determine poor sister plan.,Car left trade who mother suddenly serious. Firm heavy prepare girl consumer college whole. Call majority relationship energy door consumer third. Red television community week. Life million apply data really.,2024-09-28 13:24:10,False,none,0,,Thunderbird,en,phishing
Michael Cook,moodymarcus@hines-bray.org,keithbell@watkins.com,Organization stay service hotel.,Bit country charge standard support third. Keep something politics walk. New between task who. News successful never. Real especially modern individual evidence everybody.,2025-01-07 02:35:23,False,none,1,kelly.info,Yahoo,fr,legitimate
Stacey Brown,brownbreanna@brown-hart.com,miranda09@hotmail.com,Song within method already family crime.,White specific sister since finally. Receive speech certain hard hair ago attorney their. Strong throughout campaign understand team concern dark.,2024-09-25 17:14:17,False,none,1,cuevas.com,Yahoo,fr,legitimate
Kristen Jones,mccormickchristopher@hotmail.com,brownstephen@hotmail.com,Three south kind.,Item explain detail view if. Team sort everybody seat purpose. Never radio shoulder ready difficult. Reach rock allow hotel window season arrive.,2024-09-09 14:47:37,True,zip,3,"webb-martinez.com, elliott.net, schultz-beasley.net",Gmail,fr,phishing
Sharon Gray,prattstephanie@sharp-erickson.com,gjackson@miller.com,Research standard hotel decade weight.,Field them number century dream student. Black capital often quite believe manager ever increase. Decision almost scene lead along. Person song here television father possible rest.,2024-09-01 17:11:35,False,none,2,"ford.com, benton.com",Gmail,es,legitimate
Joseph Sanchez,robert92@mitchell.com,donsullivan@hotmail.com,To cell their.,Yet concern idea. Oil response evening game. Everybody whose law anything. Customer among remain number. Court yeah pass car case night.,2025-03-13 10:27:48,True,exe,6,"robinson.info, taylor-newman.com, cochran-diaz.info, chavez.com, ali-walker.org, hawkins-howard.com",Thunderbird,fr,phishing
Kara Davis,martha01@hotmail.com,gonzalezterry@yahoo.com,Summer pattern police red.,Middle protect prevent contain Congress human around. Six perform sound your. Home edge prepare doctor oil. Over quality early free southern of apply. Stand stock position. White appear remain staff create.,2024-05-02 15:38:55,True,none,0,,Yahoo,fr,phishing
Catherine Medina,jonathanbaker@flores.net,brandy21@goodwin.info,Now technology fine along option.,Second meet certainly it line reason may. Authority small deal body cultural. Interview hand culture system be police.,2024-07-02 13:39:38,True,zip,3,"paul.org, obrien-hamilton.com, foster.com",Gmail,es,legitimate
Walter Jackson Jr.,frederickbrown@alexander.biz,cameronryan@yahoo.com,Behind size side cover kid easy.,Next news movement nature. Son wife he sometimes. Appear need employee hour. Close ready piece should administration police.,2024-07-09 19:22:30,True,exe,5,"davis.org, hernandez.net, meadows.org, white-sampson.info, chase-gray.com",Thunderbird,en,phishing
Nathan Bond,romandaniel@hotmail.com,jfisher@yahoo.com,Always service executive theory kitchen maybe identify.,Community south still. Region minute level wife finally office community. International cost make summer relate effort. Every leader your age may. Save site writer born property bad door. Environmental agency most heavy.,2025-01-19 15:57:36,False,none,9,"jacobs-reyes.com, jimenez.com, thomas.com, barker.com, stokes.org, white-oconnor.com, meyer-turner.com, nguyen.com, marquez.com",Yahoo,de,phishing
Amy Miller,johnsonbrenda@hotmail.com,erikharris@gmail.com,Position ten toward break always listen.,Certainly middle machine draw citizen product build line. Seat hear could event. Peace true million space fall hair shoulder.,2024-08-08 07:51:11,True,exe,6,"madden.com, james.com, williams.biz, harrison-rush.com, thomas-payne.info, gonzales.com",Apple Mail,de,phishing
Darlene Rowland,wilcoxjessica@kidd.net,qbennett@jones.com,Someone bag remember.,Social land talk adult. Keep listen modern can. Most bag increase time. Company stop citizen husband finally new among. Window green tough personal offer event road. Ability he business statement long onto.,2024-04-21 12:30:55,False,none,2,"beck.net, thomas.biz",Outlook,en,legitimate
Amy Jordan,donovanbrian@yahoo.com,virginia02@sandoval.com,Among image character fact compare small executive industry.,Key establish much economic approach. Tend chance conference coach challenge yard radio. Question natural everybody want large ask night. Wish media off agree. Year list crime media realize although evening.,2024-05-08 15:13:06,True,docx,8,"king.com, cooper.info, tucker.biz, hall-martin.net, mccormick.info, howell.com, stark.net, haas.com",Gmail,en,phishing
Erin Meyers,evansnancy@hotmail.com,andrewroberts@stewart.com,Wish measure most well plant.,Through fish authority make. Author situation game break. Often music ok guy effect around. When down without adult. Material six listen difference agent. Bad situation girl meet baby agent.,2024-05-23 13:00:48,True,pdf,7,"padilla.com, craig-griffin.com, mccullough.com, alvarez-taylor.com, davis-medina.org, moore-jenkins.biz, day.com",Thunderbird,de,legitimate
Shannon Meyers,david53@gmail.com,staceysalazar@gmail.com,Upon friend another.,Goal many market wide foreign quickly. Water everything man add material ask city according. Win of score foreign build financial. Suddenly three both. Those question about buy someone simply like thus. What ball brother performance behind general.,2024-07-13 14:24:00,True,none,3,"maxwell.com, sawyer.com, fisher.com",Thunderbird,en,phishing
Joseph Davis,david29@gmail.com,andrew17@brooks.info,Our want could move expert road.,In affect bit. Onto sing fly much charge around. Maintain rise rate sea write there ahead one. Appear type be lot left foot. Total enjoy citizen try five. Shoulder option suddenly we thing.,2025-02-16 18:41:52,True,exe,4,"davis.org, barnett.com, burton.biz, hall-davis.biz",Outlook,de,legitimate
Garrett Santos,mdecker@young.com,jamesgriffith@hernandez-ware.net,Practice whether picture cause heart.,Later health choose teach pay can. Expect respond window again behind. Than whatever practice design system before trial. Various agree word write. Until each describe must talk best work fact. Agency term white.,2024-05-10 05:20:15,True,pdf,1,flynn.com,Yahoo,fr,phishing
Justin Evans,eric96@yahoo.com,hendersonsamantha@hotmail.com,Difference everything apply democratic enough need.,Lawyer cold trade common born state. Travel she down agreement. Tonight media during religious.,2025-03-22 20:14:24,True,pdf,9,"maldonado.com, coleman-brown.com, mcdaniel-jones.com, reeves.info, smith.com, anderson-gates.biz, ray.com, wilson-shaw.com, dixon.com",Outlook,es,phishing
Andrew Padilla,robert60@yahoo.com,troyunderwood@blake.org,Then whose later whether into step.,Worker particularly since strategy attorney do. President form maybe sure policy view allow. Election cold try defense produce forget. Become show dream me perhaps.,2024-08-01 07:43:59,False,none,7,"hogan.com, perry-byrd.org, thompson-johnson.com, fisher.com, parsons.com, clements-holland.info, guzman.com",Apple Mail,es,legitimate
Brian Torres,john75@white.com,antonio74@gmail.com,Focus article machine adult anything.,Fund always shoulder training call want laugh. Sound deal all hear individual many us record. Affect over hope political know.,2025-03-09 03:36:42,False,none,1,rogers.com,Outlook,en,legitimate
Madison Lee,wolfdenise@shelton.com,robbinscynthia@taylor.com,Student next south green become first member.,Save less physical full policy. South show buy son effect return power. Art letter front attack mission shake street. Military call team identify. Friend serious boy anyone try reduce. Stage production long finish.,2024-10-04 09:55:24,True,zip,5,"thornton-golden.com, johnson.com, parker-schultz.com, stuart.com, baker-anderson.com",Yahoo,es,legitimate
Ricardo Miller,chensusan@hotmail.com,larrystevens@yahoo.com,Fund bring try company.,Factor individual lead put account tend. Recent point dark trial line south. Career suddenly better suddenly.,2025-02-27 10:57:07,True,xlsx,3,"bell.com, gray.com, robinson-king.org",Apple Mail,es,phishing
Lori Lowe,shawnmcgee@hotmail.com,brucesnow@hotmail.com,Religious receive inside.,Go act cut determine name we. Suggest response moment story. Sound senior city. Animal day share college small candidate. Use film keep cause move leader long. During nice long ready sure east population.,2024-12-29 23:41:25,True,none,5,"crawford-fernandez.com, bell.com, ferguson.info, hayes.com, king-sullivan.com",Yahoo,de,phishing
